carrier,name,ambulance,application_fee,baby_care,brand_drugs,chiropractic,coinsurance,deductible,emergency_room,generic_drugs,hospitalization,hsa_eligible,labor,lifetime_maximum,mail_order_drugs,mental_health,obgyn_exam,oon_authorization,oon_coinsurance,oon_coverage,oon_deductible,oon_oop_limit,oop_limit,out_of_country,pcp_required,pcp_visit,periodic_exam,plan_type,prenatal_office_visit,separate_rx_deductible,specialist_referrals_required,specialist_visit,specialty_drugs,substance_abuse,surgery,urgent_care,xray
Anthem Blue Cross,Anthem Gold PPO 500/20%/4500,20% coinsurance,None,No charge,$35 copay per prescription,$30 copay,20% coinsurance,"$500 individual / $1,500 family",$200 copay per visit and then 20% coinsurance,$15 copay per prescription,20% coinsurance,No,20% coinsurance,None,"",$30 copay per visit ,No charge,"",50% coinsurance,Yes,"$1,000 individual / $2,000 family",None,"$4,500 individual / $9,000 family",Emergency Coverage Only,No,"$30 copay per visit, deductible waived",No charge,PPO,20% coinsurance,$250 individual / $500 family,No,$60 copay per visit after deductible,25% coinsurance up to $250,$30 copay per visit ,20% coinsurance,$60 copay per visit,20% coinsurance
Anthem Blue Cross,Anthem Gold Select PPO 1000/20%/4000 Plus,20% coinsurance,None,No charge,$35 copay per prescription,$20 copay,20% coinsurance,"$1,000 individual / $3,000 family",$200 copay per visit and then 20% coinsurance,$15 copay per prescription,20% coinsurance,No,20% coinsurance,None,"",$20 copay per visit ,No charge,"",50% coinsurance,Yes,"$2,000 individual / $4,000 family",None,"$4,000 individual / $8,000 family",Emergency Coverage Only,No,"$20 copay per visit, deductible waived",No charge,PPO,20% coinsurance,$250 individual / $500 family,No,$40 copay per visit after deductible,30% coinsurance up to $500,$20 copay per visit ,20% coinsurance,$40 copay per visit,20% coinsurance
Anthem Blue Cross,Anthem Gold Select PPO 2000/20%/4000 w/HRA,20% coinsurance,None,No charge,20% coinsurance,20% coinsurance,20% coinsurance,"$2,000 individual / $4,000 family",20% coinsurance,20% coinsurance,20% coinsurance,No,20% coinsurance,None,"",20% coinsurance ,No charge,"",50% coinsurance,Yes,"$4,000 individual / $8,000 family",None,"$4,000 individual / $8,000 family",Emergency Coverage Only,No,20% coinsurance after deductible,No charge,PPO,20% coinsurance,Medical deductible applies,No,20% coinsurance after deductible,20% coinsurance,20% coinsurance ,20% coinsurance,20% coinsurance,20% coinsurance
Anthem Blue Cross,Anthem Gold Select PPO 30/20%/6250 Plus,$250 copay per trip,None,No charge,$50 copay per prescription,$30 copay,20% coinsurance,"$2,000 individual / $4,000 family",$250 copay per visit,$15 copay per prescription,20% coinsurance,No,20% coinsurance,None,"",$30 copay per visit ,No charge,"",50% coinsurance,Yes,"$2,000 individual / $4,000 family",None,"$6,250 individual / $12,500 family",Emergency Coverage Only,No,$30 copay per visit after deductible,No charge,PPO,20% coinsurance,None,No,$50 copay per visit after deductible,20% coinsurance up to $500,$30 copay per visit ,20% coinsurance,$60 copay per visit,20% coinsurance
Anthem Blue Cross,Anthem Gold Select PPO 500/20%/4500,20% coinsurance,None,No charge,$35 copay per prescription,$30 copay,20% coinsurance,"$500 individual / $1,500 family",$200 copay per visit and then 20% coinsurance,$15 copay per prescription,20% coinsurance,No,20% coinsurance,None,"",$30 copay per visit ,No charge,"",50% coinsurance,Yes,"$1,000 individual / $2,000 family",None,"$4,500 individual / $9,000 family",Emergency Coverage Only,No,"$30 copay per visit, deductible waived",No charge,PPO,20% coinsurance,$250 individual / $500 family,No,$60 copay per visit after deductible,25% coinsurance up to $250,$30 copay per visit ,20% coinsurance,$60 copay per visit,20% coinsurance
Anthem Blue Cross,Anthem Platinum Select PPO 20/10%/4000 Plus,$150 copay per trip,None,No charge,$15 copay per prescription,$20 copay,10% coinsurance,"$2,000 individual / $4,000 family",$150 copay per visit,$5 copay per prescription,10% coinsurance,No,10% coinsurance,None,"",$20 copay per visit ,No charge,"",50% coinsurance,Yes,"$2,000 individual / $4,000 family",None,"$4,000 individual / $8,000 family",Emergency Coverage Only,No,$20 copay per visit after deductible,No charge,PPO,10% coinsurance,None,No,$40 copay per visit after deductible,10% coinsurance up to $500,$20 copay per visit ,10% coinsurance,$40 copay per visit,10% coinsurance
Anthem Blue Cross,Anthem Silver HMO 1500/30%/6550,30% coinsurance,None,No charge,$35 copay per prescription,$50 copay,30% coinsurance,"$1,500 individual / $3,000 family",$250 copay per visit and then 30% coinsurance,$15 copay per prescription,30% coinsurance,No,30% coinsurance,None,"",$50 copay per visit ,No charge,"",None,No,N/A,None,"$6,550 individual / $13,100 family",Emergency Coverage Only,Yes,"$50 copay per visit, deductible waived",No charge,HMO,No charge after deductible,"$500 individual / $1,000 family",Yes,"$75 copay per visit, deductible waived",25% coinsurance up to $250,$50 copay per visit ,No charge after deductible,$75 copay per visit,$250 copay per visit
Anthem Blue Cross,Anthem Silver PPO 1500/20%/6250,$250 copay per trip and then 0% coinsurance,None,No charge,$50 copay per prescription,$45 copay,20% coinsurance,"$1,500 individual / $3,000 family",$250 copay per visit and then 0% coinsurance,$15 copay per prescription,20% coinsurance,No,20% coinsurance,None,"",$45 copay per visit ,No charge,"",50% coinsurance,Yes,"$3,000 individual / $6,000 family",None,"$6,250 individual / $12,500 family",Emergency Coverage Only,No,"$45 copay per visit, deductible waived",No charge,PPO,20% coinsurance,"$500 individual / $1,000 family",No,$65 copay per visit after deductible,20% coinsurance up to $250,$45 copay per visit ,20% coinsurance,$90 copay per visit,20% coinsurance
Anthem Blue Cross,Anthem Silver PPO 2000/30%/6350 w/HSA,30% coinsurance,None,No charge,30% coinsurance,30% coinsurance,30% coinsurance,"$2,000 individual / $4,000 family",30% coinsurance,30% coinsurance,30% coinsurance,Yes,30% coinsurance,None,"",30% coinsurance ,No charge,"",50% coinsurance,Yes,"$4,000 individual / $8,000 family",None,"$6,350 individual / $12,700 family",Emergency Coverage Only,Yes,30% coinsurance after deductible,No charge,POS,30% coinsurance,Medical deductible applies,Yes,30% coinsurance after deductible,30% coinsurance,30% coinsurance ,30% coinsurance,30% coinsurance,30% coinsurance
Anthem Blue Cross,Anthem Silver PPO 2000/35%/6600,35% coinsurance,None,No charge,$35 copay per prescription,$25 copay,35% coinsurance,"$2,000 individual / $4,000 family",$300 copay per visit and then 35% coinsurance,$15 copay per prescription,35% coinsurance,No,35% coinsurance,None,"",$25 copay per visit ,No charge,"",50% coinsurance,Yes,"$4,000 individual / $8,000 family",None,"$6,600 individual / $13,200 family",Emergency Coverage Only,No,"$25 copay per visit, deductible waived",No charge,PPO,35% coinsurance,None,No,$45 copay per visit after deductible,25% coinsurance up to $250,$25 copay per visit ,35% coinsurance,$45 copay per visit,35% coinsurance
Anthem Blue Cross,Anthem Silver Select PPO 1500/20%/6250 Plus,$250 copay per trip and then 0% coinsurance,None,No charge,$50 copay per prescription,$45 copay,20% coinsurance,"$1,500 individual / $3,000 family",$250 copay per visit and then 0% coinsurance,$15 copay per prescription,20% coinsurance,No,20% coinsurance,None,"",$45 copay per visit ,No charge,"",50% coinsurance,Yes,"$3,000 individual / $6,000 family",None,"$6,250 individual / $12,500 family",Emergency Coverage Only,No,"$45 copay per visit, deductible waived",No charge,PPO,20% coinsurance,"$500 individual / $1,000 family",No,$65 copay per visit after deductible,20% coinsurance up to $250,$45 copay per visit ,20% coinsurance,$90 copay per visit,20% coinsurance
Anthem Blue Cross,Anthem Silver Select PPO 2000/30%/6350 w/HSA,30% coinsurance,None,No charge,30% coinsurance,30% coinsurance,30% coinsurance,"$2,000 individual / $4,000 family",30% coinsurance,30% coinsurance,30% coinsurance,Yes,30% coinsurance,None,"",30% coinsurance ,No charge,"",50% coinsurance,Yes,"$4,000 individual / $8,000 family",None,"$6,350 individual / $12,700 family",Emergency Coverage Only,Yes,30% coinsurance after deductible,No charge,POS,30% coinsurance,Medical deductible applies,Yes,30% coinsurance after deductible,30% coinsurance,30% coinsurance ,30% coinsurance,30% coinsurance,30% coinsurance
Anthem Blue Cross,Anthem Silver Select PPO 2000/35%/6600 Plus,35% coinsurance,None,No charge,$35 copay per prescription,$25 copay,35% coinsurance,"$2,000 individual / $4,000 family",$300 copay per visit and then 35% coinsurance,$15 copay per prescription,35% coinsurance,No,35% coinsurance,None,"",$25 copay per visit ,No charge,"",50% coinsurance,Yes,"$4,000 individual / $8,000 family",None,"$6,600 individual / $13,200 family",Emergency Coverage Only,No,"$25 copay per visit, deductible waived",No charge,PPO,35% coinsurance,None,No,$45 copay per visit after deductible,30% coinsurance up to $500,$25 copay per visit ,35% coinsurance,$45 copay per visit,35% coinsurance
Blue Shield,Bronze 60 PPO Mirror,"",No,Included,$50 copay,"",30%,"$5,000","$300 Copay, waived if admitted",$15 copay,30% after deductible,No,30% after deductible,None,"","",Included,No,50%,Yes,"$5,000","$10,000","$6,250 includes deductible",Emergency Coverage Only,No,"$60 Copay 1st 3 visits, then $60 Copay after deductible",Included,PPO,"$60 Copay 1st 3 visits, then $60 Copay after deductible",Medical deductible applies,No,$70 Copay,30% coinsurance,"",Surgery: 30% after deductible,"",30% after deductible
Blue Shield,Bronze Full PPO 3000 OffEx,"",No,Included,$50 copay,"",15%,"$3,000","15% + $300 Copay, waived if admitted",$15 copay,15%,No,15%,None,"","",Included,No,50%,Yes,"$6,000","$10,000","$6,250 includes deductible",Emergency Coverage Only,No,$60 Copay,Included,PPO,$60 Copay,Medical deductible applies,No,$70 Copay,30% coinsurance,"",Surgery: 15%,"",15%; Major: 15% + $100 Copay
Blue Shield,Bronze Full PPO 4500 OffEx,"",No,Included,$50 copay,"",30%,"$4,500","30% after deductible + $200 Copay, waived if admitted",$15 copay,30% after deductible,No,30% after deductible,None,"","",Included,No,50%,Yes,"$4,500","$10,000","$6,250 includes deductible",Emergency Coverage Only,No,$45 Copay,Included,PPO,$45 Copay,$225 Individual for brand and non-formulary,No,$45 Copay,30% coinsurance,"",Surgery: 30% after deductible,"",30%; Major: 30% + $100 Copay
Blue Shield,Bronze Full PPO HSA 3500 OffEx,"",No,Included,$50 copay after deductible,"",30%,"$3,500","30% after deductible + $100 Copay, waived if admitted",$15 copay after deductible,30% after deductible,Yes,30% after deductible,None,"","",Included,No,50%,Yes,"$6,400","$10,000","$6,000 includes deductible",Emergency Coverage Only,No,30% after deductible,Included,PPO,30% after deductible,Medical deductible applies,No,30% after deductible,30% coinsurance,"",Surgery: 30% after deductible,"",PlanDed-30%; Major: 30% + $100 Copay
Blue Shield,Bronze Full PPO HSA 5500 OffEx,"",No,Included,$50 copay after deductible,"",40%,"$5,500","40% after deductible + $200 Copay, waived if admitted",$15 copay after deductible,40% after deductible,Yes,40% after deductible,None,"","",Included,No,50%,Yes,"$5,500","$10,000","$6,250 includes deductible",Emergency Coverage Only,No,40% after deductible,Included,PPO,40% after deductible,Medical deductible applies,No,40% after deductible,40% coinsurance,"",Surgery: 40% after deductible,"",PlanDed-40%; Major: 40% + $100 Copay
Blue Shield,Gold 80 HMO Network 1 Mirror,"",No,Included,$50 copay,"",20%,$0,"$250 Copay, waived if admitted",$15 copay,$600 Copay Per Day up to 5 Days Per Adm.,No,$600 Copay Per Day up to 5 Days Per Adm.,None,"","",Included,Not Covered,"",No,"","","$6,250 includes deductible",Emergency Coverage Only,Yes,$30 Copay,Included,HMO,$30 Copay,None,Yes,$30 Copay (Self Rfrd.),20% coinsurance,"",Surgery: $600 Copay,"",Lab: $30 Copay; X-ray: $50 Copay; Major: $50 Copay
Blue Shield,Gold 80 HMO Network 2 Mirror,"",No,Included,$50 copay,"",20%,$0,"$250 Copay, waived if admitted",$15 copay,"$600 Copay Per Day, 1st 5 Days Per Adm.",No,"$600 Copay Per Day, 1st 5 Days Per Adm.",None,"","",Included,Not Covered,"",No,"","","$6,250 includes deductible",Emergency Coverage Only,Yes,$30 Copay,Included,HMO,$30 Copay,None,Yes,$30 Copay (Self Rfrd.),20% coinsurance,"",Surgery: $600 Copay,"",Lab: $30 Copay; X-ray: $50 Copay; Major: $50 Copay
Blue Shield,Gold Access+ HMO® $30 OffEx,"",No,Included,$30 copay,"",20%,"$1,700","$200 Copay, waived if admitted",$15 copay,20% after deductible,No,20% after deductible,None,"","",Included,Not Covered,"",No,"","","$5,000 includes deductible",Emergency Coverage Only,Yes,$30 Copay,Included,HMO,$30 Copay,$300 Individual for brand and non-formulary,Yes,$30 Copay (Self Rfrd.),20% coinsurance,"",Surgery: $300 Copay,"",0%
Blue Shield,Gold Full PPO 0 OffEx,"",No,Included,$40 copay,"",25%,$0,"25% + $100 Copay, waived if admitted",$15 copay,25% after deductible,No,25% after deductible,None,"","",Included,No,40%,Yes,$0,"$10,000","$5,000 includes deductible",Emergency Coverage Only,No,$20 Copay,Included,PPO,$20 Copay,None,No,$45 Copay,30% coinsurance,"",Surgery: 25% after deductible,"","PlanDed-25%, Major: 25% + $100 Copay"
Blue Shield,Gold Full PPO 1000 OffEx,"",No,Included,$30 copay,"",20%,"$1,000","20% + $100 Copay, waived if admitted",$5 copay,20%,No,20%,None,"","",Included,No,40%,Yes,"$2,000","$10,000","$6,250 includes deductible",Emergency Coverage Only,No,$35 Copay,Included,PPO,$35 Copay,$500 Individual for brand and non-formulary,No,$50 Copay,30% coinsurance,"",Surgery: 20%,"",20%; Major: 20% + $100 Copay
Blue Shield,Gold Full PPO 750 OffEx,"",No,Included,$30 copay,"",20%,$750,"20% + $100 Copay, waived if admitted",$10 copay,20%,No,20%,None,"","",Included,No,40%,Yes,"$1,500","$10,000","$6,250 includes deductible",Emergency Coverage Only,No,$20 Copay,Included,PPO,$20 Copay,$200 Individual for brand and non-formulary,No,$35 Copay,30% coinsurance,"",Surgery: 20%,"",20%; Major: 20% + $100 Copay
Blue Shield,Gold Local Access+ HMO® $30 OffEx,"",No,Included,$30 copay,"",20%,"$1,700","$200 Copay, waived if admitted",$15 copay,20% after deductible,No,20% after deductible,None,"","",Included,Not Covered,"",No,"","","$5,000 includes deductible",Emergency Coverage Only,Yes,$30 Copay,Included,HMO,$30 Copay,$300 Individual for brand and non-formulary,Yes,$30 Copay (Self Rfrd.),20% coinsurance,"",Surgery: $300 Copay after deductible,"",0%
Blue Shield,Gold Trio ACO HMO $30 OffEx,"",No,Included,$30 copay,"",20%,"$1,700","$200 Copay, waived if admitted",$15 copay,20% after deductible,No,20% after deductible,None,"","",Included,Not Covered,"",No,"","","$5,000 includes deductible",Emergency Coverage Only,Yes,$30 Copay,Included,HMO,$30 Copay,$300 Individual for brand and non-formulary,Yes,$30 Copay (Self Rfrd.),20% coinsurance,"",Surgery: $300 Copay,"",0%
Blue Shield,Platinum 90 HMO Network 1 Mirror,"",No,Included,$15 copay,"",0%,$0,"$150 Copay, waived if admitted",$5 copay,$250 Copay Per Day up to 5 Days Per Adm.,No,$250 Copay Per Day up to 5 Days Per Adm.,None,"","",Included,Not Covered,"",No,"","","$4,000 includes deductible",Emergency Coverage Only,Yes,$20 Copay,Included,HMO,$20 Copay,None,Yes,$20 Copay (Self Rfrd.),10% coinsurance,"",Surgery: $250 Copay,"",Lab: $20 Copay; X-ray $40 Copay; Major: $40 Copay
Blue Shield,Platinum 90 HMO Network 2 Mirror,"",No,Included,$15 copay,"",10%,$0,"$150 Copay, waived if admitted",$5 copay,$250 Copay Per Day up to 5 Days Per Adm.,No,$250 Copay Per Day up to 5 Days Per Adm.,None,"","",Included,Not Covered,"",No,"","","$4,000 includes deductible",Emergency Coverage Only,Yes,$20 Copay,Included,HMO,$20 Copay,None,Yes,$20 Copay (Self Rfrd.),10% coinsurance,"",Surgery: $250 Copay,"",Lab: $20 Copay; X-ray: $40 Copay; Major: $40 Copay
Blue Shield,Platinum Access+ HMO® $25 OffEx,"",No,Included,$15 copay,"",0%,$0,"$200 Copay, waived if admitted",$5 copay,$250 Copay Per Day up to 3 Days Per Adm.,No,$250 Copay Per Day up to 3 Days Per Adm.,None,"","",Included,Not Covered,"",No,"","","$2,500 includes deductible",Emergency Coverage Only,Yes,$25 Copay,Included,HMO,$25 Copay,None,Yes,$25 Copay (Self Rfrd.),20% coinsurance,"",Surgery: $150 Copay,"",0%
Blue Shield,Platinum Full PPO 0 OffEx,"",No,Included,$30 copay,"",10%,$0,"10% + $100 Copay, waived if admitted",$5 copay,10% after deductible,No,10% after deductible,None,"","",Included,No,40%,Yes,$0,"$5,000","$2,500 includes deductible",Emergency Coverage Only,No,$10 Copay,Included,PPO,$10 Copay,None,No,$25 Copay,30% coinsurance,"",Surgery: 10% after deductible,"",Plan-Ded-10%; Major: 10% + $100 Copay
Blue Shield,Platinum Full PPO 150 OffEx,"",No,Included,$30 copay,"",10%,$150,"10% + $100 Copay, waived if admitted",$5 copay,10% after deductible,No,10% after deductible,None,"","",Included,No,40%,Yes,$300,"$8,000","$3,000 includes deductible",Emergency Coverage Only,No,$15 Copay,Included,PPO,$15 Copay,None,No,$30 Copay,30% coinsurance,"",Surgery: 10% after deductible,"",PlanDed-10%; Major: 10% + $100 Copay
Blue Shield,Platinum Local Access+ HMO® $25 OffEx,"",No,Included,$15 copay,"",0%,$0,"$200 Copay, waived if admitted",$5 copay,$250 Copay Per Day up to 3 Days Per Adm.,No,$250 Copay Per Day up to 3 Days Per Adm.,None,"","",Included,Not Covered,"",No,"","","$2,500 includes deductible",Emergency Coverage Only,Yes,$25 Copay,Included,HMO,$25 Copay,None,Yes,$25 Copay (Self Rfrd.),20% coinsurance,"",Surgery: $150 Copay,"",0%
Blue Shield,Platinum Trio ACO HMO $25 OffEx,"",No,Included,$15 copay,"",0%,$0,"$200 Copay, waived if admitted",$5 copay,$250 Copay Per Day up to 3 Days Per Adm.,No,$250 Copay Per Day up to 3 Days Per Adm.,None,"","",Included,Not Covered,"",No,"","","$2,500 includes deductible",Emergency Coverage Only,Yes,$25 Copay,Included,HMO,$25 Copay,None,Yes,$25 Copay (Self Rfrd.),20% coinsurance,"",Surgery: $150 Copay,"",0%
Blue Shield,Silver 70 HMO Network 1 Mirror,"",No,Included,$50 copay,"",20%,"$1,500","$250 Copay, waived if admitted",$15 copay,20% after deductible,No,20% after deductible,None,"","",Included,Not Covered,"",No,"","","$6,250 includes deductible",Emergency Coverage Only,Yes,$45 Copay,Included,HMO,$45 Copay,$500 Individual for brand and non-formulary,Yes,$45 Copay (Self Rfrd.),20% coinsurance,"",Surgery: 20% after deductible,"",Lab: $45 Copay; X-ray: $65 Copay; Major: $65 Copay
Blue Shield,Silver 70 HMO Network 2 Mirror,"",No,Included,$50 copay,"",20%,"$1,500","$250 Copay, waived if admitted",$15 copay,20% after deductible,No,20% after deductible,None,"","",Included,Not Covered,"",No,"","","$6,250 includes deductible",Emergency Coverage Only,Yes,$45 Copay,Included,HMO,$45 Copay,$500 Individual for brand and non-formulary,Yes,$45 Copay (Self Rfrd.),20% coinsurance,"",Surgery: 20% after deductible,"",Lab: $45 Copay; X-ray: $65 Coipay; Major: $65 Copay
Blue Shield,Silver Access+ HMO® $55 OffEx,"",No,Included,$55 copay,"",40%,"$1,700","$200 Copay, waived if admitted",$15 copay,40% after deductible,No,40% after deductible,None,"","",Included,Not Covered,"",No,"","","$6,250 includes deductible",Emergency Coverage Only,Yes,$55 Copay,Included,HMO,$55 Copay,$300 Individual for brand and non-formulary,Yes,$55 Copay (Self Rfrd.),20% coinsurance,"",Surgery: 40% after deductible,"",$30 Copay
Blue Shield,Silver Full PPO 1250 OffEx,"",No,Included,$50 copay,"",30%,"$1,250","30% after deductible + $150 Copay, waived if admitted",$15 copay,30% after deductible,No,30% after deductible,None,"","",Included,No,50%,Yes,"$2,500","$10,000","$6,250 includes deductible",Emergency Coverage Only,No,$35 Copay,Included,PPO,$35 Copay,$500 Individual for brand and non-formulary,No,$50 Copay,30% coinsurance,"",Surgery: 30% after deductible,"",PlanDed-30%; Major: 30% + $100 Copay
Blue Shield,Silver Full PPO 1700 OffEx,"",No,Included,$50 copay,"",30%,"$1,700","30% after deductible + $200 Copay, waived if admitted",$15 copay,30% after deductible,No,30% after deductible,None,"","",Included,No,50%,Yes,"$3,400","$10,000","$6,250 includes deductible",Emergency Coverage Only,No,$40 Copay,Included,PPO,$40 Copay,$300 Individual for brand and non-formulary,No,$50 Copay,30% coinsurance,"",Surgery: 30% after deductible,"",PlanDed-30%; Major: 30% + $100 Copay
Blue Shield,Silver Full PPO HSA 2000 OffEx,"",No,Included,$50 copay after deductible,"",20%,"$2,000","20% after deductible + $100 Copay, waived if admitted",$15 copay after deductible,20% after deductible,Yes,20% after deductible,None,"","",Included,No,50%,Yes,"$4,000","$10,000","$4,400 includes deductible",Emergency Coverage Only,No,20% after deductible,Included,PPO,20% after deductible,Medical deductible applies,No,20% after deductible,30% coinsurance,"",Surgery: 20% after deductible,"",PlanDed-20%; Major: 20% + $100 Copay
Blue Shield,Silver Local Access+ HMO® $55 OffEx,"",No,Included,$55 copay,"",40%,"$1,700","$200 Copay, waived if admitted",$15 copay,40% after deductible,No,40% after deductible,None,"","",Included,Not Covered,"",No,"","","$6,250 includes deductible",Emergency Coverage Only,Yes,$55 Copay,Included,HMO,$55 Copay,$300 Individual for brand and non-formulary,Yes,$55 Copay (Self Rfrd.),20% coinsurance,"",Surgery: 40% after deductible,"",$30 Copay
Blue Shield,Silver Trio ACO HMO $55 OffEx,"",No,Included,$55 copay,"",40%,"$1,700","$200 Copay, waived if admitted",$15 copay,40% after deductible,No,40% after deductible,None,"","",Included,Not Covered,"",No,"","","$6,250 includes deductible",Emergency Coverage Only,Yes,$55 Copay,Included,HMO,$55 Copay,$300 Individual for brand and non-formulary,Yes,$55 Copay (Self Rfrd.),20% coinsurance,"",Surgery: 40% after deductible,"",$30 Copay
Health Net,EPO Gold 80 Alternate,"",No,Included,$15 copay,"",20%,"$1,000","$175 Copay, waived if admitted",$5 copay,20% after deductible,No,20% after deductible,None,"","",Included,Not Covered,"",No,"","","$4,500 includes deductible",Emergency Coverage Only,No,$20 Copay,Included,EPO,$20 Copay,$250 Individual,No,$30 Copay,20% coinsurance,"",Surgery: 20% after deductible,"",PlanDed-Lab: $20 Copay; X-ray: $30 Copay; Major: 20%
Health Net,EPO Silver 70 HSA Alternate,"",No,Included,30% After Ded.,"",0%,"$1,500",30% after deductible,30% After Ded.,30% after deductible,Yes,30% after deductible,None,"","",Included,Not Covered,"",No,"","","$6,000 includes deductible",Emergency Coverage Only,No,30% after deductible,Included,EPO,30% after deductible,Medical deductible applies,No,30% after deductible,30% After Ded.,"",Surgery: 30% after deductible,"",30% after deductible
Health Net,PPO Bronze 60,"",No,Included,$50 copay,"",30%,"$5,000","$300 Copay after deductible , waived if admitted",$15 copay,30% after deductible,No,30% after deductible,None,"","",Included,No,50%,Yes,"$10,000","$12,500","$6,250 includes deductible",Emergency Coverage Only,No,"$60 Copay, 1st 3 OVs*",Included,PPO,"$60 Copay, 1st 3 OVs*",Medical deductible applies,No,$70 Copay after deductible,30% coinsurance,"",Surgery: 30% after deductible,"",30% after deductible
Health Net,PPO Gold 80,"",No,Included,$50 copay,"",20%,$0,"$250 Copay, waived if admitted",$15 copay,20%,No,20%,None,"","",Included,No,50%,Yes,$0,"$12,500","$6,250 includes deductible",Emergency Coverage Only,No,$30 Copay,Included,PPO,$30 Copay,None,No,$50 Copay,20% coinsurance,"",Surgery: 20%,"",Lab: $30 Copay; X-ray: $50 Copay; Major: 20%
Health Net,PPO Platinum 90,"",No,Included,$15 copay,"",10%,$0,"$150 Copay, waived if admitted",$5 copay,10%,No,10%,None,"","",Included,No,50%,Yes,$0,"$8,000","$4,000 includes deductible",Emergency Coverage Only,No,$20 Copay,Included,PPO,$20 Copay,None,No,$40 Copay,10% coinsurance,"",Surgery: 10%,"",Lab: $20 Copay; X-ray: $40 Copay; Major: 10%
Health Net,PPO Silver 70,"",No,Included,$50 copay,"",20%,"$1,500","$250 Copay after deductible , waived if admitted",$15 copay,20% after deductible,No,20% after deductible,None,"","",Included,No,50%,Yes,"$3,000","$12,500","$6,250 includes deductible",Emergency Coverage Only,No,$45 Copay,Included,PPO,$45 Copay,$500 Individual,No,$65 Copay,20% coinsurance,"",Surgery: 20% after deductible,"",PlanDed-Lab: $45 Copay; X-ray: $65 Copay; Major: 20%
Health Net,PureCare HSP Bronze Standard Coinsurance,"",No,Included,$50 copay,"",30%,"$5,000","$300 Copay after deductible , waived if admitted",$15 copay,30% after deductible,No,30% after deductible,None,"","",Included,Not Covered,"",No,"","","$6,250 includes deductible",Emergency Coverage Only,Yes,"$60 Copay 1st 3 visits, then 30% after deductible",Included,HMO,"$60 Copay 1st 3 visits, then 30% after deductible",Medical deductible applies,Yes,$70 Copay after deductible,30% coinsurance,"",Surgery: 30% after deductible,"",30% after deductible
Health Net,PureCare HSP Silver Standard Coinsurance,"",No,Included,$50 copay,"",20%,"$1,500","$250 Copay after deductible , waived if admitted",$15 copay,20% after deductible,No,20% after deductible,None,"","",Included,Not Covered,"",No,"","","$6,250 includes deductible",Emergency Coverage Only,Yes,$45 Copay,Included,HMO,$45 Copay,$500 Individual,Yes,$65 Copay,20% coinsurance,"",Surgery: 20% after deductible,"",PlanDed-Lab: $45 Copay; X-ray: $65 Copay; Major: 20%
Health Net,SmartCare HMO Gold 40,"",No,Included,$50 copay,"",0%,$0,"$250 Copay, waived if admitted",$20 copay,"$1,250 Copay Per Adm.",No,"$1,250 Copay Per Adm.",None,"","",Included,Not Covered,"",No,"","","$5,000 includes deductible",Emergency Coverage Only,Yes,$40 Copay,Included,HMO,$40 Copay,$250 Individual,Yes,$40 Copay,30% coinsurance,"","Surgery: $1,200 Copay","",0%; Major: $250 Copay
Health Net,SmartCare HMO Gold 50,"",No,Included,$50 copay,"",0%,$0,"$300 Copay, waived if admitted",$20 copay,"$1,500 Copay Per Adm.",No,"$1,500 Copay Per Adm.",None,"","",Included,Not Covered,"",No,"","","$5,500 includes deductible",Emergency Coverage Only,Yes,$50 Copay,Included,HMO,$50 Copay,$300 Individual,Yes,$50 Copay,30% coinsurance,"","Surgery: $1,450 Copay","",0%; Major: $300 Copay
Health Net,SmartCare HMO Platinum 10,"",No,Included,$25 copay,"",0%,$0,"$150 Copay, waived if admitted",$5 copay,$600 Copay Per Adm.,No,$600 Copay Per Adm.,None,"","",Included,Not Covered,"",No,"","","$2,500 includes deductible",Emergency Coverage Only,Yes,$10 Copay,Included,HMO,$10 Copay,$150 Individual,Yes,$10 Copay,30% coinsurance,"",Surgery: $550 Copay,"",0%; Major: $150 Copay
Health Net,SmartCare HMO Platinum 20,"",No,Included,$25 copay,"",0%,$0,"$175 Copay, waived if admitted",$5 copay,$750 Copay Per Adm.,No,$750 Copay Per Adm.,None,"","",Included,Not Covered,"",No,"","","$2,750 includes deductible",Emergency Coverage Only,Yes,$20 Copay,Included,HMO,$20 Copay,$175 Individual,Yes,$20 Copay,30% coinsurance,"",Surgery: $700 Copay,"",0%; Major: $175 Copay
Health Net,SmartCare HMO Platinum 30,"",No,Included,$25 copay,"",0%,$0,"$200 Copay, waived if admitted",$5 copay,"$1,000 Copay Per Adm.",No,"$1,000 Copay Per Adm.",None,"","",Included,Not Covered,"",No,"","","$3,000 includes deductible",Emergency Coverage Only,Yes,$30 Copay,Included,HMO,$30 Copay,$200 Individual,Yes,$30 Copay,30% coinsurance,"",Surgery: $950 Copay,"",0%; Major: $200 Copay
Health Net,WholeCare HMO Gold 35,"",No,Included,$40 copay,"",0%,$0,"$250 Copay, waived if admitted",$15 copay,$700 Copay Per Adm.,No,$700 Copay Per Adm.,None,"","",Included,Not Covered,"",No,"","","$5,500 includes deductible",Emergency Coverage Only,Yes,$35 Copay,Included,HMO,$35 Copay,$200 Individual,Yes,$50 Copay,20% coinsurance,"",Surgery: $700 Copay,"",$25 Copay; Major: $250 Copay
